(0	3.26E-05
0.001	3.54E-05
0.002	3.76E-05
0.003	3.90E-05
0.004	3.95E-05
0.005	3.93E-05
0.006	3.88E-05
0.007	3.82E-05
0.008	3.75E-05
0.009	3.66E-05
0.01	3.53E-05
0.011	3.35E-05
0.012	3.16E-05
0.013	3.00E-05
0.014	2.91E-05
0.015	2.91E-05
0.016	2.96E-05
0.017	3.01E-05
0.018	2.97E-05
0.019	2.78E-05
0.02	2.41E-05
0.021	1.88E-05
0.022	1.26E-05
0.023	6.15E-06
0.024	5.00E-08
0.025	-4.95E-06
0.026	-8.75E-06
0.027	-1.13E-05
0.028	-1.28E-05
0.029	-1.35E-05
0.03	-1.37E-05
0.031	-1.36E-05
0.032	-1.36E-05
0.033	-1.40E-05
0.034	-1.49E-05
0.035	-1.64E-05
0.036	-1.86E-05
0.037	-2.10E-05
0.038	-2.34E-05
0.039	-2.51E-05
0.04	-2.60E-05
0.041	-2.59E-05
0.042	-2.51E-05
0.043	-2.43E-05
0.044	-2.37E-05
0.045	-2.34E-05
0.046	-2.33E-05
0.047	-2.29E-05
0.048	-2.20E-05
0.049	-2.07E-05
0.05	-1.91E-05
0.051	-1.74E-05
0.052	-1.59E-05
0.053	-1.44E-05
0.054	-1.28E-05
0.055	-1.11E-05
0.056	-9.55E-06
0.057	-8.55E-06
0.058	-8.25E-06
0.059	-8.25E-06
0.06	-8.35E-06
0.061	-7.85E-06
0.062	-6.95E-06
0.063	-5.95E-06
0.064	-5.35E-06
0.065	-5.55E-06
0.066	-6.55E-06
0.067	-7.65E-06
0.068	-8.35E-06
0.069	-8.15E-06
0.07	-7.35E-06
0.071	-6.35E-06
0.072	-5.85E-06
0.073	-6.15E-06
0.074	-7.05E-06
0.075	-7.95E-06
0.076	-8.45E-06
0.077	-8.35E-06
0.078	-7.95E-06
0.079	-7.45E-06
0.08	-7.05E-06
0.081	-6.85E-06
0.082	-6.65E-06
0.083	-6.35E-06
0.084	-6.15E-06
0.085	-6.15E-06
0.086	-6.45E-06
0.087	-6.95E-06
0.088	-7.15E-06
0.089	-6.85E-06
0.09	-6.25E-06
0.091	-5.55E-06
0.092	-5.25E-06
0.093	-5.35E-06
0.094	-5.85E-06
0.095	-6.25E-06
0.096	-6.25E-06
0.097	-5.95E-06
0.098	-5.45E-06
0.099	-5.15E-06
0.1	-5.15E-06
0.101	-5.35E-06
0.102	-5.35E-06
0.103	-5.05E-06
0.104	-4.35E-06
0.105	-3.75E-06
0.106	-3.55E-06
0.107	-3.85E-06
0.108	-4.65E-06
0.109	-5.65E-06
0.11	-6.25E-06
0.111	-6.35E-06
0.112	-5.85E-06
0.113	-4.85E-06
0.114	-3.75E-06
0.115	-2.95E-06
0.116	-2.45E-06
0.117	-2.35E-06
0.118	-2.45E-06
0.119	-2.35E-06
0.12	-1.85E-06
0.121	-8.50E-07
0.122	2.50E-07
0.123	1.25E-06
0.124	1.55E-06
0.125	1.25E-06
0.126	4.50E-07
0.127	-2.50E-07
0.128	-6.50E-07
0.129	-3.50E-07
0.13	2.50E-07
0.131	9.50E-07
0.132	1.45E-06
0.133	1.55E-06
0.134	1.25E-06
0.135	7.50E-07
0.136	1.50E-07
0.137	-1.50E-07
0.138	-3.50E-07
0.139	-1.50E-07
0.14	5.00E-08
0.141	3.50E-07
0.142	5.50E-07
0.143	6.50E-07
0.144	6.50E-07
0.145	4.50E-07
0.146	3.50E-07
0.147	2.50E-07
0.148	2.50E-07
0.149	3.50E-07
0.15	7.50E-07
0.151	1.05E-06
0.152	1.15E-06
0.153	1.05E-06
0.154	4.50E-07
0.155	-3.50E-07
0.156	-1.05E-06
0.157	-1.45E-06
0.158	-1.35E-06
0.159	-1.15E-06
0.16	-1.05E-06
0.161	-1.35E-06
0.162	-1.95E-06
0.163	-2.55E-06
0.164	-2.35E-06
0.165	-1.25E-06
0.166	7.50E-07
0.167	2.95E-06
0.168	4.85E-06
0.169	6.15E-06
0.17	7.15E-06
0.171	8.15E-06
0.172	9.85E-06
0.173	1.25E-05
0.174	1.63E-05
0.175	2.11E-05
0.176	2.66E-05
0.177	3.23E-05
0.178	3.76E-05
0.179	4.13E-05
0.18	4.29E-05
0.181	4.18E-05
0.182	3.84E-05
0.183	3.37E-05
0.184	2.86E-05
0.185	2.38E-05
0.186	1.93E-05
0.187	1.49E-05
0.188	1.01E-05
0.189	4.65E-06
0.19	-7.50E-07
0.191	-5.55E-06
0.192	-8.75E-06
0.193	-1.02E-05
0.194	-9.85E-06
0.195	-8.45E-06
0.196	-6.65E-06
0.197	-5.15E-06
0.198	-3.95E-06
0.199	-2.85E-06
0.2	-1.45E-06
0.201	4.50E-07
0.202	2.65E-06
0.203	4.65E-06
0.204	6.25E-06
0.205	7.15E-06
0.206	7.55E-06
0.207	7.65E-06
0.208	7.95E-06
0.209	8.15E-06
0.21	8.25E-06
0.211	7.95E-06
0.212	7.25E-06
0.213	6.65E-06
0.214	6.45E-06
0.215	6.95E-06
0.216	8.05E-06
0.217	9.25E-06
0.218	1.02E-05
0.219	1.06E-05
0.22	1.06E-05
0.221	1.08E-05
0.222	1.15E-05
0.223	1.25E-05
0.224	1.36E-05
0.225	1.45E-05
0.226	1.49E-05
0.227	1.49E-05
0.228	1.48E-05
0.229	1.49E-05
0.23	1.53E-05
0.231	1.56E-05
0.232	1.56E-05
0.233	1.54E-05
0.234	1.49E-05
0.235	1.45E-05
0.236	1.44E-05
0.237	1.45E-05
0.238	1.47E-05
0.239	1.48E-05
0.24	1.46E-05
0.241	1.40E-05
0.242	1.31E-05
0.243	1.21E-05
0.244	1.12E-05
0.245	1.07E-05
0.246	1.05E-05
0.247	1.07E-05
0.248	1.10E-05
0.249	1.12E-05
0.25	1.12E-05
0.251	1.10E-05
0.252	1.06E-05
0.253	1.03E-05
0.254	1.02E-05
0.255	1.03E-05
0.256	1.05E-05
0.257	1.08E-05
0.258	1.11E-05
0.259	1.14E-05
0.26	1.18E-05
0.261	1.22E-05
0.262	1.27E-05
0.263	1.32E-05
0.264	1.34E-05
0.265	1.33E-05
0.266	1.28E-05
0.267	1.21E-05
0.268	1.15E-05
0.269	1.13E-05
0.27	1.14E-05
0.271	1.18E-05
0.272	1.19E-05
0.273	1.16E-05
0.274	1.09E-05
0.275	1.01E-05
0.276	9.35E-06
0.277	9.15E-06
0.278	9.45E-06
0.279	9.85E-06
0.28	1.02E-05
0.281	1.02E-05
0.282	9.85E-06
0.283	9.45E-06
0.284	9.05E-06
0.285	8.75E-06
0.286	8.45E-06
0.287	8.15E-06
0.288	7.85E-06
0.289	7.55E-06
